id,name,created_at,updated_at,country_id,sector_id,related_companies,industry_id,bhrrc_url,latest_statement_for_compliance_stats_id,company_number
NEW7677,Natures Way Foods Limited,,,1533,,,,,,2896421
NEW7678,Naturex Limited,,,1533,,,,,,1032432
NEW7681,Naylor Industries PLC,,,1533,,,,,,2908579
NEW7682,NCH (UK) Limited,,,1533,,,,,,816221
NEW7685,Neptune (Europe) Ltd,,,1533,,,,,,3215405
NEW7686,Neptune E&P UK Ltd,,,1533,,,,,,3386464
NEW7687,Nesstra Services (UK) Limited,,,1533,,,,,,1678234
NEW7689,Neuberger Berman Europe Limited,,,1533,,,,,,5463227
NEW7690,New Anglia Local Enterprise Partnership Limited,,,1533,,,,,,7685830
NEW7696,New York Bakery Company Limited,,,1533,,,,,,4571039
NEW7697,Newbury Investments (UK) Limited,,,1533,,,,,,2533036
NEW7699,Newcross Healthcare Solutions Limited,,,1533,,,,,,3184321
NEW7701,Newly Weds Foods Limited,,,1533,,,,,,374033
NEW7702,Newmarket Holidays Limited,,,1533,,,,,,2238316
NEW7705,Newship Group Limited,,,1533,,,,,,1382145
NEW7706,Newsquest Media Group Limited,,,1533,,,,,,1676637
NEW7718,Nichols PLC,,,1533,,,,,,238303
NEW7720,Nifco UK Limited,,,1533,,,,,,1392769
NEW7722,Nigel Fredericks Limited,,,1533,,,,,,375784
NEW7723,Niit Technologies Limited,,,1533,,,,,,2648481
NEW7729,Nissan Trading Europe Limited,,,1533,,,,,,2461565
NEW7731,NLI Operator Limited,,,1533,,,,,,6751277
NEW7733,NMC Health PLC,,,1533,,,,,,7712220
NEW7734,NNR Global Logistics UK Limited,,,1533,,,,,,2661240
NEW7736,Noerr LLP,,,1533,,,,,,OC349228
NEW7738,Non-Standard Finance PLC,,,1533,,,,,,9122252
NEW7743,Nordam Europe Limited,,,1533,,,,,,3223042
NEW7744,Norebo Europe Limited,,,1533,,,,,,6435163
NEW7746,North Herts Farmers Grain Limited,,,1533,,,,,,2610251
NEW7748,North Star Holdco Limited,,,1533,,,,,,SC031826
NEW7750,Northampton Partnership Homes Limited,,,1533,,,,,,9019453
NEW7752,Northern Commercials (Mirfield) Limited,,,1533,,,,,,1005915
NEW7753,Northern Education Trust,,,1533,,,,,,7189647
NEW7757,Northrop Grumman UK Limited,,,1533,,,,,,5989428
NEW7760,Northway Mushrooms Limited,,,1533,,,,,,NI039227
NEW7763,Norwest Foods International Group Limited,,,1533,,,,,,9214358
NEW7764,Norwest Foods International Limited,,,1533,,,,,,3583944
NEW7765,Norwich City Football Club PLC,,,1533,,,,,,154044
NEW7768,Notting Hill Housing Trust,,,1533,,,,,,IP16558R
NEW7772,Nova Education Trust,,,1533,,,,,,7635510
NEW7774,NPL Management Limited,,,1533,,,,,,2937881
NEW7775,NSL Limited,,,1533,,,,,,6033060
NEW7776,Nspcc,,,1533,,,70,,,CHA216401
NEW7781,Nuclear Liabilities Fund Limited,,,1533,,,,,,SC164685
NEW7782,Nucleus Financial Group PLC,,,1533,,,,,,5522098
NEW7783,Nuffield Health,,,1533,,,,,,576970
NEW7787,Nursing And Midwifery Council,,,1533,,,70,,,CHA1091434
NEW7787,Nursing And Midwifery Council,,,1533,,,70,,,CHASC038362
NEW7789,Nuvia Limited,,,1533,,,,,,2063786
NEW7795,Oaklands Farm Eggs Limited,,,1533,,,,,,725104
NEW7799,Ocean Holidays Limited,,,1533,,,,,,8573713
NEW7800,Ocean Housing Group Limited,,,1533,,,,,,5000720
NEW7801,Ocean Installer Limited,,,1533,,,,,,SC416120
NEW7802,Oceaneering International Services Limited,,,1533,,,,,,1023217
NEW7803,Och-Ziff Management Europe Limited,,,1533,,,,,,3676366
NEW7804,O'Connor Utilities Limited,,,1533,,,,,,2916906
NEW7807,Ocuk Limited,,,1533,,,,,,3869866
NEW7809,Office Depot International (UK) Limited,,,1533,,,,,,2472621
NEW7813,Oil 4 Wales Limited,,,1533,,,,,,7318706
NEW7814,Oil NRG Ltd,,,1533,,,,,,6263424
NEW7819,OKI Europe Limited,,,1533,,,,,,2203086
NEW7820,Oliver Bonas Limited,,,1533,,,,,,3799350
NEW7821,Oliver Wyman Limited,,,1533,,,,,,2995605
NEW7824,Omnicom Trading LLP,,,1533,,,,,,OC353984
NEW7826,One Call Insurance Services Limited,,,1533,,,,,,4693136
NEW7827,One Group Construction Limited,,,1533,,,,,,8522964
NEW7829,Onsite Central Limited,,,1533,,,,,,2712788
NEW7830,Oocl (Europe) Limited,,,1533,,,,,,3086888
NEW7831,Oocl Logistics (Europe) Limited,,,1533,,,,,,1877229
NEW7835,Opet International Limited,,,1533,,,,,,3155798
NEW7837,Optima Contracting Limited,,,1533,,,,,,1886477
NEW7842,Organic Milk Suppliers Co-Operative Limited,,,1533,,,,,,3388324
NEW7844,Original Additions (Beauty Products) Limited,,,1533,,,,,,5094961
NEW7845,Ortho-Clinical Diagnostics,,,1533,,,,,,2549777
NEW7846,Orthoplastics Limited,,,1533,,,,,,5616266
NEW7847,Orwell Multi Academy Trust,,,1533,,,,,,10650092
NEW7849,Osprey Europe Limited,,,1533,,,,,,4881712
NEW7850,Oticon Limited,,,1533,,,,,,1095512
NEW7855,Outwood Grange Academies Trust,,,1533,,,,,,6995649
NEW7857,Oxford Asset Management LLP,,,1533,,,,,,OC317131
NEW7859,Oxygen8 Communications Limited,,,1533,,,,,,5882576
NEW7862,P.J. Livesey Holdings Limited,,,1533,,,,,,3195231
NEW7865,P2P Global Investments PLC,,,1533,,,,,,8805459
NEW7866,Paccar Financial PLC,,,1533,,,,,,4160861
NEW7873,Panther Warehousing Limited,,,1533,,,,,,7068367
NEW7877,Parallel UK Limited,,,1533,,,,,,7016526
NEW7879,Parkingeye Limited,,,1533,,,,,,5134454
NEW7880,Parkway Derby Limited,,,1533,,,,,,3784257
NEW7887,Paul John Construction (Leicester) Limited,,,1533,,,,,,1263399
NEW7888,Pauls Malt Limited,,,1533,,,,,,88929
NEW7890,Paxton Access Limited,,,1533,,,,,,1879474
NEW7891,Payco Services Ltd,,,1533,,,,,,5414224
NEW7892,Paynes Dairies Limited,,,1533,,,,,,3556170
NEW7894,PC Specialist Limited,,,1533,,,,,,4777867
NEW7896,PCT Healthcare (Holdings) Limited,,,1533,,,,,,6399469
NEW7899,Peacock & Binnington,,,1533,,,,,,328944
NEW7900,Peak Scientific Instruments Limited,,,1533,,,,,,SC175368
NEW7908,Pendennis Shipyard Limited,,,1533,,,,,,2990094
NEW7911,People Solutions Group Limited,,,1533,,,,,,7209051
NEW7912,Peopleplus Group Limited,,,1533,,,,,,5722765
NEW7913,Perco (North East) Limited,,,1533,,,,,,3125780
NEW7915,Perenco UK Limited,,,1533,,,,,,4653066
NEW7917,Peri Limited,,,1533,,,,,,2403512
NEW7923,Perspex Distribution Limited,,,1533,,,,,,4625370
NEW7926,Peter Thompson Group Limited,,,1533,,,,,,1408420
NEW7930,Petit Forestier UK Limited,,,1533,,,,,,1775955
NEW7931,Petredec (Europe) Limited,,,1533,,,,,,9605998
NEW7933,Pets Choice Limited,,,1533,,,,,,2181268
NEW7934,Pets Corner (UK) Limited,,,1533,,,,,,3551085
NEW7936,PGL Travel Limited,,,1533,,,,,,1191534
NEW7937,Pharo Management (UK) LLP,,,1533,,,,,,OC308276
NEW7946,Piksel Limited,,,1533,,,,,,3048367
NEW7947,Pilgrim Foodservice Limited,,,1533,,,,,,5526538
NEW7949,Ping Europe Limited,,,1533,,,,,,1129505
NEW7950,Pinnacle Insurance PLC,,,1533,,,,,,1007798
NEW7953,PJT Partners (UK) Limited,,,1533,,,,,,9424559
NEW7957,Playtika UK - House of Fun Limited,,,1533,,,,,,7728726
NEW7959,PNC Financial Services UK Ltd,,,1533,,,,,,7341483
NEW7970,Powerbox International Limited,,,1533,,,,,,6897059
NEW7975,PPG Architectural Coatings UK Limited,,,1533,,,,,,436135
NEW7976,PRA Group (UK) Limited,,,1533,,,,,,4267803
NEW7978,Prater Limited,,,1533,,,,,,2107097
NEW7982,Premier Electrics Limited,,,1533,,,,,,NI034252
NEW7985,Premier Fruits (Covent Garden) Limited,,,1533,,,,,,4398850
NEW7986,Premier Modular Limited,,,1533,,,,,,2487565
NEW7991,Press Metal UK Limited,,,1533,,,,,,3653082
NEW7995,Prifysgol Abertawe,,,1533,,,70,,,CHA1138342
NEW7997,Prime Life Limited,,,1533,,,,,,2779611
NEW8002,Prinova Europe Limited,,,1533,,,,,,4548728
NEW8003,Prinovis UK Limited,,,1533,,,,,,5063783
NEW8006,PRO CAM Europe Limited,,,1533,,,,,,6434314
NEW8008,Proav Limited,,,1533,,,,,,2681563
NEW8021,Provenance Partners Limited,,,1533,,,,,,7466378
NEW8023,Prysmian Cables & Systems Limited,,,1533,,,,,,958507
NEW8024,Prysmian Powerlink Services Limited,,,1533,,,,,,7656179
NEW8026,Ptarmigan Media Limited,,,1533,,,,,,2767482
NEW8027,PTS Consulting Group Limited,,,1533,,,,,,1738788
NEW8030,Pukka Pies Limited,,,1533,,,,,,1008747
NEW8034,Pyramid Display Materials Limited,,,1533,,,,,,2024809
NEW8041,"Queen Margaret University, Edinburgh",,,1533,,,,,,SC007335
NEW8043,Quick International Couriers (UK) Limited,,,1533,,,,,,1711225
NEW8045,Quotient Sciences Limited,,,1533,,,,,,5221615
NEW8046,QVC UK,,,1533,,,,,,2807164
NEW8048,R & M Williams (Holdings) Limited,,,1533,,,,,,4716632
NEW8049,R & M Williams Limited,,,1533,,,,,,1382857
NEW8050,R & R.C.Bond (Wholesale)Limited,,,1533,,,,,,1024495
NEW8057,R.J. O'Brien Limited,,,1533,,,,,,1810354
NEW8059,R.W.Armstrong & Sons Limited,,,1533,,,,,,719464
NEW8061,Racecourse Media Group Limited,,,1533,,,,,,6544004
NEW8064,Radnor Hills Mineral Water Company Ltd,,,1533,,,,,,3258542
NEW8067,Ramboll UK Limited,,,1533,,,,,,3659970
NEW8073,Rational Foreign Exchange Limited,,,1533,,,,,,5385999
NEW8074,Ravendale Foods Limited,,,1533,,,,,,1684198
NEW8077,Raymond James Investment Services Limited,,,1533,,,,,,3779657
NEW8079,RBB Economics LLP,,,1533,,,,,,OC315356
NEW8080,Reach2 Academy Trust,,,1533,,,,,,8452281
NEW8084,Really Useful Products Ltd,,,1533,,,,,,3899123
NEW8087,Recycling Lives Limited,,,1533,,,,,,3783452
NEW8088,Red Hat UK Limited,,,1533,,,,,,3798903
NEW8089,Redeem UK Limited,,,1533,,,,,,9958966
NEW8090,Redhead Freight Limited,,,1533,,,,,,1355753
NEW8091,Redline Specialist Cars Limited,,,1533,,,,,,3326062
NEW8097,Reflexallen UK Limited,,,1533,,,,,,1626825
NEW8098,Regent GAS Holdings Limited,,,1533,,,,,,7687951
NEW8104,Relief International-Uk,,,1533,,,,,,4476247
NEW8106,Renault Retail Group UK Limited,,,1533,,,,,,2304689
NEW8115,Revolution Beauty Limited,,,1533,,,,,,9915831
NEW8118,Rhenus Logistics Limited,,,1533,,,,,,4401654
NEW8119,Rhodium Europe Limited,,,1533,,,,,,8134657
NEW8122,Richard Austin Alloys Limited,,,1533,,,,,,SC074125
NEW8123,Richard Sanders Limited,,,1533,,,,,,4455141
NEW8125,Richardson Milling (UK) Limited,,,1533,,,,,,1789282
NEW8127,Richmond Cars Limited,,,1533,,,,,,2971884
NEW8128,Richmond Fellowship Scotland Ltd,,,1533,,,70,,,CHASC021621
NEW8130,Ricor Group Limited,,,1533,,,,,,9709371
NEW8131,Ricor Limited,,,1533,,,,,,4161766
NEW8132,Rider Levett Bucknall UK Limited,,,1533,,,,,,4653580
NEW8134,Ring Automotive Limited,,,1533,,,,,,5305131
NEW8137,Rinus Roofing Supplies Limited,,,1533,,,,,,6788061
NEW8138,Ritrama (U.K.) Limited,,,1533,,,,,,1547937
NEW8140,River Learning Trust,,,1533,,,,,,7966500
NEW8142,RIX Motor Company Limited,,,1533,,,,,,1837284
NEW8143,RMB Automotive Ltd,,,1533,,,,,,4741721
NEW8148,Robert Scott & Sons Limited,,,1533,,,,,,1099088
NEW8153,Roehampton University,,,1533,,,,,,5161359
NEW8154,Roger Bullivant Limited,,,1533,,,,,,7681731
NEW8155,Rokos Capital Management LLP,,,1533,,,,,,OC398894
NEW8158,Romans International Limited,,,1533,,,,,,2918549
NEW8164,Rose Kiln Retail Limited,,,1533,,,,,,8365262
NEW8165,Rosneft Marine (UK) Limited,,,1533,,,,,,6679031
NEW8169,Royal College of General Practitioners,,,1533,,,70,,,CHASC040430
NEW8171,Royal Hospital For Neuro-Disability,,,1533,,,70,,,CHA205907
NEW8173,Royal National Lifeboat Institution,,,1533,,,70,,,CHASC037736
NEW8176,RP2 Limited,,,1533,,,,,,2647500
NEW8177,Rpmi Limited,,,1533,,,,,,2315380
NEW8181,Ruskim Seafoods Limited,,,1533,,,,,,1634987
NEW8182,Russell & Bromley Limited,,,1533,,,,,,512958
NEW8183,Russell Finex Limited,,,1533,,,,,,294532
NEW8189,RWE Supply & Trading Participations Limited,,,1533,,,,,,6457522
NEW8193,"Ryobi Aluminium Casting (Uk), Limited",,,1533,,,,,,NI024284
NEW8196,S D Ramsden & CO Limited,,,1533,,,,,,7902211
NEW8198,S&T(Uk) Limited,,,1533,,,,,,7863258
NEW8200,S. Sheard & Son Limited,,,1533,,,,,,1101020
NEW8201,S.B.E. Ltd.,,,1533,,,,,,3203217
NEW8202,S.D. Taylor Limited,,,1533,,,,,,550055
NEW8204,S.G. Petch Limited,,,1533,,,,,,2479069
NEW8206,S.J.M. Limited,,,1533,,,,,,2686954
NEW8207,S.K. Chilled Foods Limited,,,1533,,,,,,2052519
NEW8208,Saatchi & Saatchi Group Ltd,,,1533,,,,,,231824
NEW8212,Sadie Coles H Q Limited,,,1533,,,,,,3211376
NEW8214,Safran Electrical & Power UK Ltd,,,1533,,,,,,8292872
NEW8215,Safran Helicopter Engines UK Limited,,,1533,,,,,,1148466
NEW8216,Safran Landing Systems UK Ltd,,,1533,,,,,,3548809
NEW8219,Saic Motor UK Technical Centre Limited,,,1533,,,,,,5437330
NEW8220,Saka Indonesia Pangkah Limited,,,1533,,,,,,3076063
NEW8221,Salisbury Poultry (Midlands) Limited,,,1533,,,,,,3073979
NEW8222,Salop Leisure Limited,,,1533,,,,,,2865955
NEW8226,Salzgitter Mannesmann UK Limited,,,1533,,,,,,2442586
NEW8227,Sambro International Limited,,,1533,,,,,,2432079
NEW8228,Samsung C&T Ecuk Limited,,,1533,,,,,,8128064
NEW8231,Samsung SDS Europe Limited,,,1533,,,,,,3964307
NEW8235,Santander Asset Management UK Limited,,,1533,,,,,,SC106669
NEW8240,SAS Holdings Limited,,,1533,,,,,,1697448
NEW8241,Savage & Whitten Wholesale Ltd,,,1533,,,,,,NI038618
NEW8244,Savencia Fromage & Dairy UK Ltd,,,1533,,,,,,596550
NEW8248,SCA Wood UK Ltd,,,1533,,,,,,2541468
NEW8257,Schmitz Cargobull (U.K.) Limited,,,1533,,,,,,2657467
NEW8264,Scira Offshore Energy Limited,,,1533,,,,,,5119310
NEW8266,Scot Roads Partnership Project Ltd,,,1533,,,,,,SC465816
NEW8269,Scotland GAS Networks PLC,,,1533,,,,,,SC264065
NEW8278,SD Worx UK Limited,,,1533,,,,,,3100021
NEW8279,SDC Trailers Limited,,,1533,,,,,,NI015713
NEW8281,Sea Products International Limited,,,1533,,,,,,4449016
NEW8283,Seabourne Group Limited,,,1533,,,,,,1060736
NEW8284,Seahawk Marine Foods Limited,,,1533,,,,,,1609254
NEW8285,Search Consultancy Limited,,,1533,,,,,,SC105640
NEW8288,Seatruck Ferries Ltd,,,1533,,,,,,5651131
NEW8290,Secret Escapes Limited,,,1533,,,,,,7026107
NEW8294,Securis Investment Partners LLP,,,1533,,,,,,OC312768
NEW8296,Security Plus Limited,,,1533,,,,,,1325489
NEW8309,Servicenow UK Limited,,,1533,,,,,,6299383
NEW8310,Servier IP UK Limited,,,1533,,,,,,5697032
NEW8316,SGL Carbon Fibers Limited,,,1533,,,,,,SC078081
NEW8317,SGO Corporation Limited,,,1533,,,,,,7477910
NEW8324,Sharps Pixley Limited,,,1533,,,,,,6629106
NEW8326,Shaw Trust Limited(The),,,1533,,,,,,1744121
NEW8331,Shepley Engineers Limited,,,1533,,,,,,2926871
NEW8333,Sherwin-Williams Protective & Marine Coatings,,,1533,,,,,,893081
NEW8334,Shield Contract Services (UK) Limited,,,1533,,,,,,7163830
NEW8343,Siemens Healthcare Diagnostics Ltd,,,1533,,,,,,3050664
NEW8344,Siemens Healthcare Diagnostics Products Ltd,,,1533,,,,,,2005794
NEW8345,Siemens Healthcare Limited,,,1533,,,,,,9567186
NEW8351,Sigma ASL Limited,,,1533,,,,,,2913195
NEW8352,Sigma Pharmaceuticals PLC,,,1533,,,,,,1561802
NEW8353,Sigmatex (UK) Limited,,,1533,,,,,,2065467
NEW8356,Silva Homes Limited,,,1533,,,,,,IP30230R
NEW8359,Simpson Millar LLP,,,1533,,,,,,OC313936
NEW8360,Simpson Oils Limited,,,1533,,,,,,SC162987
NEW8364,Singleton Birch Limited,,,1533,,,,,,9433
NEW8365,Sinnalba Group Limited,,,1533,,,,,,SC543200
NEW8366,Sir Richard Sutton Limited,,,1533,,,,,,346359
NEW8369,Skylord Travel PLC,,,1533,,,,,,2321377
NEW8372,Smart Metering Communications Body Ltd,,,1533,,,,,,8455995
NEW8378,Smartway Pharmaceuticals Limited,,,1533,,,,,,8481191
NEW8385,Smith's (Gloucester) Limited,,,1533,,,,,,4004654
NEW8387,Smskp2 Limited,,,1533,,,,,,9248713
NEW8388,"Snapfish UK, Ltd.",,,1533,,,,,,9577995
NEW8390,Sodexo Motivation Solutions U.K. Limited,,,1533,,,,,,2680629
NEW8392,Sofidel UK Limited,,,1533,,,,,,2245657
NEW8395,Software AG (UK) Limited,,,1533,,,,,,1310740
NEW8396,Softwareone UK Limited,,,1533,,,,,,6629601
NEW8398,Solai Holdings Limited,,,1533,,,,,,1882065
NEW8400,Solihull Community Housing Limited,,,1533,,,,,,4462630
NEW8401,Solomon Commercials Limited,,,1533,,,,,,1555887
NEW8403,Sonatrach GAS Marketing UK Limited,,,1533,,,,,,5646983
NEW8408,Souk Management Limited,,,1533,,,,,,4507284
NEW8414,Southall Travel Limited,,,1533,,,,,,1869431
NEW8415,Southampton Isle of Wight And South of England Royal Mail Steam Packet Company Limited,,,1533,,,,,,2404
NEW8421,Spark44 (JV) Limited,,,1533,,,,,,7535151
NEW8422,Spark44 Limited,,,1533,,,,,,7535381
NEW8424,Spartan UK Limited,,,1533,,,,,,4140355
NEW8427,Speedy Fuels And Lubricants LLP,,,1533,,,,,,OC374926
NEW8433,Spire Technology Limited,,,1533,,,,,,2447513
NEW8435,Sportech PLC,,,1533,,,,,,SC069140
NEW8438,SPP Pumps Limited,,,1533,,,,,,4839607
NEW8442,Squarepoint Capital LLP,,,1533,,,,,,OC393269
NEW8443,Sruc,,,1533,,,,,,SC103046
NEW8449,ST Andrew's Healthcare,,,1533,,,,,,5176998
NEW8450,ST Anne's Community Services,,,1533,,,,,,1089026
NEW8451,ST Leger Homes of Doncaster Limited,,,1533,,,,,,5564649
NEW8458,Standard Advisory London Limited,,,1533,,,,,,8878241
NEW8459,Standard Wool (UK) Limited,,,1533,,,,,,713917
NEW8460,Stanford Industrial Concrete Flooring Limited,,,1533,,,,,,2470129
NEW8463,Star Academies,,,1533,,,,,,7353849
NEW8465,Star Racing Limited,,,1533,,,,,,6475105
NEW8466,Star Refrigeration Limited,,,1533,,,,,,SC048005
NEW8467,Starlight Camping Limited,,,1533,,,,,,9049423
NEW8469,Status International (UK) Ltd,,,1533,,,,,,2561562
NEW8471,Steel Processing (Midlands) Limited,,,1533,,,,,,2712025
NEW8478,Step Academy Trust,,,1533,,,,,,7612865
NEW8481,Steve Hoskin Construction Limited,,,1533,,,,,,3096602
NEW8485,Stockcroft Limited,,,1533,,,,,,7807631
NEW8487,Stone Milliner Asset Management LLP,,,1533,,,,,,OC366371
NEW8488,Stonegate Farmers Limited,,,1533,,,,,,740635
NEW8489,Stonemanor Limited,,,1533,,,,,,4534724
NEW8490,Storengy UK Limited,,,1533,,,,,,6311795
NEW8495,Stothers (M. & E.) Limited,,,1533,,,,,,NI024313
NEW8496,STR Limited,,,1533,,,,,,4064332
NEW8503,Sucden Financial Limited,,,1533,,,,,,1095841
NEW8504,Sudzucker United Kingdom Limited,,,1533,,,,,,SC506349
NEW8510,Sunrise Medical Limited,,,1533,,,,,,3570204
NEW8513,Supreme Imports Ltd,,,1533,,,,,,5292196
NEW8514,Supremia International Limited,,,1533,,,,,,1559794
NEW8521,Swale Academies Trust,,,1533,,,,,,7344732
NEW8522,Swale Heating Limited,,,1533,,,,,,1076034
NEW8524,Sweaty Betty Limited,,,1533,,,,,,3525806
NEW8525,Swedish Orphan Biovitrum Ltd,,,1533,,,,,,4369760
NEW8529,Swiss Post Solutions Ltd,,,1533,,,,,,4482213
NEW8532,Sycamore (Peterborough) Limited,,,1533,,,,,,216564
NEW8536,Synexus Clinical Research Limited,,,1533,,,,,,5575991
NEW8538,Synthite Limited,,,1533,,,,,,164640
NEW8539,Sysmex UK Limited,,,1533,,,,,,2598523
NEW8541,T & W Civil Engineering Limited,,,1533,,,,,,2888278
NEW8542,T B F Thompson (Garvagh) Limited,,,1533,,,,,,NI036301
NEW8543,T P Jordeson & Company Limited,,,1533,,,,,,2382646
NEW8546,T. Hayselden Limited,,,1533,,,,,,1070329
NEW8552,T.S.S. (Total Security Services) Limited,,,1533,,,,,,2426982
NEW8553,Tableau Software UK Limited,,,1533,,,,,,7118347
NEW8554,Tag Aviation (UK) Limited,,,1533,,,,,,3640741
NEW8562,Tangent International Limited,,,1533,,,,,,1552284
NEW8563,Tangent Trading Limited,,,1533,,,,,,1900671
NEW8565,Taqa Bratani Limited,,,1533,,,,,,5975475
NEW8567,Target Umbrella Limited,,,1533,,,,,,NI601264
NEW8570,Tate Fuel Oils Limited,,,1533,,,,,,1301975
NEW8572,Taylor Made Golf Limited,,,1533,,,,,,1424575
NEW8578,Tbwa Limited,,,1533,,,,,,1367372
NEW8580,TCP Solutions Limited,,,1533,,,,,,7835216
NEW8584,Tech 21 UK Limited,,,1533,,,,,,5630013
NEW8597,Tenon FM Limited,,,1533,,,,,,2176652
NEW8602,Tesco Personal Finance PLC,,,1533,,,,,,SC173199
NEW8603,Tetrosyl Limited,,,1533,,,,,,537855
NEW8604,TGA Industries Limited,,,1533,,,,,,6020956
NEW8605,Thai Leisure Group Limited,,,1533,,,,,,8128700
NEW8607,The Against Malaria Foundation,,,1533,,,,,,5175899
NEW8609,The Alternative Parcels Company Limited,,,1533,,,,,,2855735
NEW8611,The Associated Board of the Royal Schools of Music,,,1533,,,70,,,CHASC043343
NEW8612,The Authentic Food Company Limited,,,1533,,,,,,1928101
NEW8614,The Babraham Institute,,,1533,,,,,,3011737
NEW8618,The BIG Prawn CO. Ltd.,,,1533,,,,,,3654959
NEW8625,The British Council,,,1533,,,70,,,CHA209131
NEW8626,The British Red Cross Society,,,1533,,,70,,,CHASC037738
NEW8628,The Brooke Weston Trust,,,1533,,,,,,2400784
NEW8630,The CAM Academy Trust,,,1533,,,,,,7491945
NEW8631,The CDA Group Limited,,,1533,,,,,,2621460
NEW8632,The Celtic Manor Resort Limited,,,1533,,,,,,8428620
NEW8633,The Challenge Academy Trust,,,1533,,,,,,10689247
NEW8636,The City and Guilds of London Institute,,,1533,,,70,,,CHASC039576
NEW8637,The Claims Guys Limited,,,1533,,,,,,6821134
NEW8638,The Conair Group Limited,,,1533,,,,,,1134488
NEW8639,The Co-Operative Academies Trust,,,1533,,,,,,7747126
NEW8642,The David Ross Education Trust,,,1533,,,,,,6182612
NEW8643,The De Ferrers Trust,,,1533,,,,,,7442789
NEW8645,The Dean Trust,,,1533,,,,,,8027943
NEW8646,The Delivery Group Limited,,,1533,,,,,,7621335
NEW8649,The Disabilities Trust,,,1533,,,,,,2334589
NEW8651,The Education Alliance,,,1533,,,,,,7542211
NEW8654,The Enquire Learning Trust,,,1533,,,,,,8056907
NEW8655,The Extracare Charitable Trust,,,1533,,,,,,2205136
NEW8656,The Financial Conduct Authority,,,1533,,,,,,1920623
NEW8657,The First Milk Cheese Company Limited,,,1533,,,,,,5893846
NEW8658,The Foodfellas Ltd,,,1533,,,,,,6408896
NEW8660,The Foundry Visionmongers Ltd.,,,1533,,,,,,4642027
NEW8662,The Fremantle Trust,,,1533,,,,,,2722437
NEW8663,The Fuelcard Company UK Limited,,,1533,,,,,,5939102
NEW8664,The GAP Partnership Group Limited,,,1533,,,,,,10151712
NEW8666,The Gibson O'Neill Company Limited,,,1533,,,,,,2991817
NEW8667,The Girls' DAY School Trust,,,1533,,,,,,6400
NEW8668,The Gorse Academies Trust,,,1533,,,,,,7465701
NEW8669,The Griffin Schools Trust,,,1533,,,,,,7893665
NEW8671,The Holy Family Catholic Multi Academy Company,,,1533,,,,,,10657219
NEW8672,The Hut Group Limited,,,1533,,,,,,6539496
NEW8673,The Institution of Engineering and Technology,,,1533,,,70,,,CHASC038698
NEW8674,The Juice Plus+ Company Ltd,,,1533,,,,,,3222291
NEW8677,The Leaders Romans Group Limited,,,1533,,,,,,9939099
NEW8679,The Macallan Distillers Limited,,,1533,,,,,,SC024068
NEW8680,The Manufacturing Technology Centre Limited,,,1533,,,,,,6815480
NEW8682,The Mathworks Limited,,,1533,,,,,,3444214
NEW8685,The Methodist Church In Great Britain,,,1533,,,70,,,CHA1132208
NEW8688,The Mission Marketing Group Public Limited Company,,,1533,,,,,,5733632
NEW8693,The Oxford Asset Management Company Limited,,,1533,,,,,,2808776
NEW8694,The Pallet Network Limited,,,1533,,,,,,3868401
NEW8695,The Park Federation Academy Trust,,,1533,,,,,,8146330
NEW8696,The Penspen Group Limited,,,1533,,,,,,980600
NEW8698,The Phoenix Partnership (Leeds) Ltd,,,1533,,,,,,4077829
NEW8699,The Prince's Trust,,,1533,,,70,,,CHASC041198
NEW8701,The Renewables Infrastructure Group (UK) Investments Limited,,,1533,,,,,,9564873
NEW8703,The Robert Gordon University,,,1533,,,70,,,CHASC013781
NEW8708,The Royal College of General Practitioners,,,1533,,,70,,,CHA223106
NEW8709,The Royal College of Physicians of London,,,1533,,,70,,,CHA210508
NEW8712,The Scottish Salmon Company Limited,,,1533,,,,,,SC107275
NEW8713,The Sigma Trust,,,1533,,,,,,7926573
NEW8715,The Specialist Works Limited,,,1533,,,,,,4604217
NEW8716,The Spencer Academies Trust,,,1533,,,,,,7353824
NEW8720,The TWO Counties Trust,,,1533,,,,,,7972029
NEW8725,The University of LAW Limited,,,1533,,,,,,7933838
NEW8727,The Wellington College,,,1533,,,70,,,CHA309093
NEW8729,The Whitgift Foundation,,,1533,,,70,,,CHA312612
NEW8732,Think BDW Limited,,,1533,,,,,,2167543
NEW8733,Third Bridge Group Limited,,,1533,,,,,,6263699
NEW8736,Thomas Bell & Sons Limited,,,1533,,,,,,1271192
NEW8739,Thomas Miller & CO. Limited,,,1533,,,,,,1898192
NEW8740,Thomas Sanderson Limited,,,1533,,,,,,4626841
NEW8742,Thompson Aero Seating Limited,,,1533,,,,,,NI032654
NEW8744,Thompsons Solicitors LLP,,,1533,,,,,,OC356468
NEW8745,Thorlabs Limited,,,1533,,,,,,5081788
NEW8746,Thornton & Ross Limited,,,1533,,,,,,185947
NEW8753,Tiffany & CO. Limited,,,1533,,,,,,6412897
NEW8756,Time Out Group PLC,,,1533,,,,,,7440171
NEW8759,Tiso Blackstar Group SE,,,1533,,,,,,SE000110
NEW8761,Tithebarn Limited,,,1533,,,,,,300375
NEW8762,Tithegrove Holdings Limited,,,1533,,,,,,9526497
NEW8764,TM Group (UK) Limited,,,1533,,,,,,5278187
