MSR Company ID,Companies House Number
17156,3505757
24005,3174031
24006,7476923
24007,9867110
17186,4010379
29690,2100399
24013,6044157
17216,2228587
24016,1397939
24021,4073122
24017,4086645
24019,5626656
24018,4795080
24020,3970262
17228,4250126
25583,2702785
24023,1024018
24024,SC152342
24027,4173402
28299,10155668
28296,2999903
28295,270442
28297,3338184
28294,2070346
28298,2447926
28293,3347095
17283,3743283
24028,2202362
17295,1787329
24030,542141
25048,3053545
24031,2838963
24032,4289972
24070,4689011
24071,5210198
24069,9291740
17325,8317077
24072,8807833
26197,3211003
17345,2482190
27224,6437845
27225,1350593
27226,4294425
27227,3835267
27228,4684092
27229,4114756
27231,965702
27232,976731
27233,3467939
27234,2372255
27235,700225
27236,4914878
27237,1759120
27238,566118
27239,1076936
27240,3471656
27241,4294416
27242,4338775
27243,4012370
27244,425090
27245,2393041
27246,1412258
27247,864474
27248,3125253
27249,3125249
17355,4347937
24084,862925
17380,2881068
17383,1962583
24989,248875
17406,2436777
17410,2083209
24088,3220373
24091,8021810
24090,5009928
17418,4662007
24094,7737521
24093,7737430
24095,9903246
24097,3073596
24100,3105571
24096,2450463
24101,3190837
17436,3319291
24107,558629
24108,1572222
17442,3234512
17453,RS007726
24110,7037852
25511,11204379
24113,8300453
28078,10451963
24116,3683670
24115,NI045980
17490,2078379
17493,2747223
24118,3886111
24119,1514084
17508,8878185
24121,2475901
24122,5524536
17513,2379280
24124,3585216
26173,388251
24128,1388275
24127,1493111
26174,5168197
17528,3662832
24129,5830727
24130,2321779
24132,2665815
24131,2043705
24133,1266292
24135,2575743
24134,398803
24139,9777893
24138,4017610
24142,OC317172
29437,5247149
24143,974108
17578,8971500
17584,7585003
27824,1972767
24144,10672501
17596,1857310
25254,3137553
25255,7076018
24146,545646
28243,817560
17612,RC000074
26899,7805321
17613,8225808
24151,5383376
24150,2405637
24154,1604642
24152,3044694
17644,1528784
24157,2850465
24159,1179461
24163,1338172
24164,1315595
24162,967953
24167,3049880
24168,2415166
24169,1754328
24170,SC087174
24175,FC034022
24174,260559
17710,3861209
17730,7703890
17732,3629676
26553,5869204
26551,3926063
26552,3663042
25047,5897457
25608,3456326
17753,1506905
17757,3937073
24184,3357288
24183,4192823
24185,6382377
17782,1675552
24190,6838321
24192,294545
24191,7467836
17825,4045308
24205,2189414
24210,9892309
24211,2192424
24209,3327423
24212,4342974
26198,4082763
17879,124201
24215,4570027
17908,1359451
24569,547743
28093,1698059
24218,46572
28146,4534247
24219,3075807
17976,SC089706
24294,3576009
25112,SC378345
24222,3902727
17994,IP031573
26827,425579
27101,10283904
18011,1683840
29083,2624121
22903,6902763
29077,4091368
29084,4720855
29080,3908537
29081,7541017
22899,4672894
22896,850195
22900,2065041
22898,3248183
29090,7422800
22897,2678367
22901,8098981
24228,6498960
24229,3226252
25257,2039210
18049,547564
25082,4977601
25079,5160931
25081,5104407
25078,5104408
24231,6230216
26878,3399532
26879,1923903
24234,5947361
24235,2354268
24236,1984976
25454,2605399
25455,5276431
26906,OC337146
28090,11054298
25927,FC024187
25928,8508685
25929,4579008
25930,7306335
24240,7289364
24241,3013082
24243,4166155
28069,364651
28068,9437315
24247,2532854
18226,699050
24251,5732689
24250,3135892
24249,4031849
18250,1487359
28160,SC108599
24252,3106982
24254,7741572
24255,11583120
24253,3508252
18315,3073089
18322,61274
24258,1887613
24939,3377314
18332,2925718
18345,947968
24267,4943684
18352,RS007826
25201,RS007825
25202,RS007824
24269,RS007825
24271,6786658
24289,7685825
24290,5410792
24275,2285556
24285,1422772
24283,4179797
24282,436830
24279,2033149
24286,320739
24281,6277161
24278,5083373
24287,1336570
24288,568662
24276,2636007
24280,4179785
24274,166771
24297,4567486
24298,SC234218
24296,1827612
24346,4996702
24345,1591116
18462,2285286
18463,703509
24358,75035
18482,RC000900
24365,515058
29570,1645348
29567,8026375
24371,7674830
24372,3271621
18504,1806414
18505,10661826
24382,6366267
24394,8605269
29498,4582779
24392,3883536
24391,8249813
24390,9326439
24401,7737522
24402,6630443
24403,7350538
24400,2189858
24408,3037228
24410,6504654
24407,4390228
24405,2004022
24409,3506681
24406,4327651
24423,1636704
24417,2022667
24418,2655166
24420,1171833
24416,2660917
29660,SC568616
24421,6331127
24419,3190237
29661,SC195080
24414,4045527
24422,SC302773
28159,9548683
24427,9547863
18552,4787944
24893,2087658
24430,455692
24434,521942
24432,1522607
24435,8217519
24431,389400
24429,492098
24436,8712635
29393,933578
28114,10608481
28116,LP014928
28115,7514847
24441,4875877
24440,3200051
24443,7118269
18588,6772997
24456,6712051
24455,70234
24454,2590623
24453,4137419
18613,1053351
24470,1627319
24468,1632717
24471,4330421
27074,4438080
25238,4102431
18685,1173149
26607,SC054745
24506,SC334329
18715,6967283
24525,1567551
24527,6731125
24526,2521128
24528,1192572
18757,SP2059RS
27056,8780031
18772,5473745
24571,2700375
24573,6560383
24582,7735953
24581,4845098
24601,3136801
27627,6637741
24627,2027229
29385,3550830
29371,2876353
25098,3309925
24637,2264161
24636,6029502
24635,2568254
24634,1864469
18864,RC000074
24646,3735629
24644,1073929
24645,3609453
24643,1568894
24649,11490861
24650,3390330
24647,8088493
25893,9386067
25890,4415234
25891,5325358
25892,8705659
25894,4946051
25895,5928737
25896,947098
25960,NC001217
18878,2328679
18887,3695952
18911,1249197
24662,1296650
24666,10304047
24664,10304244
24665,10304278
24667,FC010046
26770,6804340
24673,3302684
24681,3384487
19022,8053212
24691,786151
24690,689950
24699,522856
24701,4722957
24702,1111864
25529,2156457
24700,694464
24705,8645904
24707,NI070243
24709,6211683
24708,NI038715
24713,4230977
24719,6813394
24720,1549768
24715,SC476720
24716,SC099690
24717,SC488376
24718,SC476025
24721,5396081
26334,1672847
26006,2554348
28339,1019715
28338,740767
24729,2756321
25093,R0000173
25554,SC028492
25963,264047
24736,10442778
26326,6699610
24739,3845874
28062,3480035
28060,4760596
28061,SC053259
26230,NI012734
26227,NI013173
26228,NI011916
26226,SC416012
26216,1837492
26220,3097514
26222,6821483
26219,3079284
26221,3574418
26229,NI010842
26217,2696872
24763,NI000727
26218,2832086
26215,813696
26223,7089922
24751,3008457
24752,3097514
24753,6821483
24754,3079284
24756,1140490
24757,655104
24758,2696872
24759,1979805
24760,2832086
24761,813696
24762,7089922
21030,RC000484
21031,424348
24802,9424085
21054,1714937
21058,2365572
24852,2544294
24859,7946207
21090,592958
24875,984588
24876,6532316
24877,711541
24894,481280
24908,1135456
24909,1284352
24907,SC105684
24914,3512598
24913,3478246
24912,375704
24911,3009353
28145,7138667
28142,2121098
28144,4430059
28141,1704156
28143,989758
24915,1454322
21136,7348231
24920,SC153759
24922,4769115
24923,3417253
24927,2622784
24928,6946004
24929,145197
24930,8675505
24935,3844260
24941,1761700
24956,3234745
24957,4718806
24954,2865198
24955,3405272
24960,6739653
24961,1550410
24962,3565155
24963,4489658
24966,3506401
24965,7000712
24967,7037354
26280,6345373
21208,5171663
21216,5387218
24978,1761640
29571,8338555
29572,1960988
24986,3134596
24990,1577632
25001,3164437
24999,9330983
24998,9330824
25000,9330708
24997,9330549
25010,1386303
25008,7595865
25009,4018989
25024,6005330
25023,3715960
25022,3696250
25032,11817355
25029,7034450
25030,10280977
25038,1967716
25067,738837
25075,SC387990
25076,RC000348
25084,4968769
25095,9731446
25097,2017289
25103,7556501
25106,4626117
25107,9410120
25105,2590412
25111,SC302951
21326,4318082
25116,3759033
28672,5234799
28674,1620320
28673,4171960
25120,3918171
25153,8022049
25152,676533
25164,4017673
21352,2416904
25173,253252
25176,7440345
25179,6910929
25177,4293563
25178,6184980
25183,9038673
25182,3576004
21361,1060906
25211,5714740
25212,8457573
25214,6219884
25215,OC304549
25216,5300420
25213,1528617
25219,6241896
25240,8384700
25244,4655574
21408,1133776
25252,3578140
25260,SC355901
25263,1835272
25265,8647525
25266,4217916
25269,5824873
28254,7987016
28253,2273501
28252,1537952
27675,2385838
27676,6015523
25279,7475530
25281,3449214
25289,9513577
25288,2124920
25294,6472422
25292,3658772
25296,3547158
25295,3206364
25293,1753465
25297,3591876
25315,8670410
25316,5804325
25356,3847519
25355,3152676
21619,3663181
25412,882843
25413,1013427
28123,2030900
28122,1985443
28120,3046151
28121,355744
28194,7819492
21735,894054
25419,5202976
27966,2805490
25426,OC397061
21817,91891
25430,429315
25431,6051516
27889,1542002
27844,4260597
27845,1344118
25435,2295212
28157,2329116
26241,10034186
25438,9888577
25445,8695622
25442,1130356
25443,7762973
25444,974791
25450,5802971
25449,5363678
25448,4155659
25453,SC389555
25451,NI028425
25461,1031429
27833,7157888
25510,9976915
25509,8576967
22008,5887477
25520,4791534
25523,7635832
25524,3929905
25522,2761565
25526,7849709
25528,4450542
25527,2143253
28125,9828272
28126,7251790
22883,10278014
25532,5456862
25533,7455714
25534,7455993
25540,5515127
22095,9129964
25546,2787265
25547,8838980
27861,767658
25553,653665
25552,4120259
25551,1635078
25561,2341947
25559,1471442
25564,OC355490
25567,9277952
22151,NI031124
25571,FC027218
25572,7768867
25573,7768879
28212,10535886
22177,1485997
22178,10668193
25574,4179402
25575,6464217
25576,4978580
25577,3703026
25581,1905169
25585,7026662
25586,7516836
25587,3364728
25588,6371746
25590,5234356
25592,5933172
25595,2123483
25593,5051253
25594,3319079
25597,5101877
25599,3730662
25602,4332926
25601,5636081
25600,9366434
25604,2552402
25605,2476677
25607,10044148
25609,4057615
26032,10502918
26033,10502986
26034,10502884
26063,FC032474
26086,1460684
26087,1069620
26092,6137850
26094,2610248
26103,8633249
28170,SC237698
25617,SC129921
28171,SC118709
22230,999927
22279,NI027864
29143,8239236
29297,5960637
22291,491560
29147,5898339
29148,5898287
25879,8486606
25902,5849220
27895,6950075
22355,8067630
25918,9250798
25922,11110455
25923,11110577
25921,2504173
25957,6582550
25976,SC146610
25980,SC208421
25981,5086454
25984,1994340
26003,7689780
26005,9346595
22557,5303822
29508,2484988
26377,8458080
26378,6660473
26243,7299448
22643,RC000749
26253,1209891
26255,2864389
26263,1176188
22673,IP28038R
22679,SC571751
22710,1568433
22727,11820854
26289,10480825
22728,IP00488C
22730,LP012175
26310,1744961
26313,8099285
26318,1614118
26317,403854
26319,2050403
26320,1568581
26322,10072192
22788,SC014361
27863,7161009
27864,7180111
22853,9241494
26351,3829537
26350,5879839
26349,9331218
26347,10812330
26346,10812060
26348,10812511
26358,1496218
26361,5359870
26360,1546198
22875,8130873
27006,3731655
27196,4421085
26390,4031360
26408,SC481196
26403,2853765
26401,1813871
26404,11403284
26415,6993380
26422,109244
26608,2451367
26469,2827969
26554,3542879
26612,SC361642
26494,6763254
26613,2207440
26493,1416163
26618,5027032
26548,10236537
26523,122029
26529,3734966
26537,3001294
26538,5193513
26555,10168687
26556,11197185
26566,3261275
26563,5581711
26564,7349632
26561,8718117
26598,11177145
26634,SC444215
26724,9451261
26703,3688817
24865,1484358
24864,4384134
24863,1890865
24866,8314839
26751,8239135
26758,9503922
26768,7966252
26775,5610559
26774,5603623
26783,1972451
26787,2694333
26796,5942721
26788,2467435
26794,9106081
26795,10558273
26789,10801276
26793,4831976
26791,5590897
26792,5556711
26790,6011822
26806,1146764
26804,2234562
26807,7234185
26824,3033103
26838,3767502
26839,3580726
26842,363223
26867,1982873
26865,2296645
26866,6360791
26870,2152073
26892,8867965
26921,5467321
26922,5238002
26924,10856220
26927,6672251
26929,4895881
26933,SC177703
26923,5015772
26934,2207643
26935,5147388
26942,6246981
26943,SC109682
26944,4902431
26913,1777085
26916,7764727
26915,9555248
26918,3855989
26917,8115343
26947,7403376
26908,1285743
27693,7780672
27023,4765041
26954,4793710
27022,5203435
26952,4528418
26959,8968439
26964,6057965
26965,4336694
27025,7513276
26970,6735338
26992,3153391
26991,6048945
26990,5982897
27037,8632551
27043,SC356625
27041,1111766
27047,2305562
27054,4350294
27069,5914500
27078,SC325560
27079,SC319442
27077,SC301749
27167,9020754
28167,9237813
28168,SC110805
27188,6833184
27108,SC096516
27111,SC067046
27107,SC066568
27130,7068992
27144,5399683
27129,4019801
27127,3264844
27131,4111025
27128,5114385
27139,1865673
27140,2443666
27142,1883565
27212,10780135
27279,717018
27215,4192013
27213,3293456
27150,10240572
27151,6901921
27152,5755025
27145,3619276
27162,2808390
27309,SC033489
27310,2569158
27307,3786009
27308,9022198
27306,11278510
27314,SC142990
27312,4010488
27311,4376463
27171,2853011
27181,3127254
27180,1514749
27183,3629676
27518,53404
27519,346467
27521,2924887
27522,298179
27523,1634814
27524,3672209
27525,9983618
27526,542101
27527,3437277
27528,54806
27529,490897
27530,341841
27531,4528179
27532,5935295
27533,3535821
27534,2317958
27535,3437274
27536,3437197
27211,9697394
27210,3628337
27220,8191619
27256,4030407
28055,4145242
27299,7930434
27276,7930598
27298,7930515
27297,7930508
27296,7930573
27340,5903110
27323,9846430
27339,1921744
27338,8299297
27337,8541574
27333,145516
27334,2089076
27335,3029519
27341,1184194
27373,2921283
27550,11325534
27549,4207931
27623,NI034636
27630,5075056
27671,2125465
27672,9031847
27673,9032106
23263,3929218
23262,4794949
27707,3079342
27702,2069834
27704,3395938
27695,2587124
27698,2808736
27700,4312564
27699,3695450
27697,3127653
27713,7931918
27712,OC371153
27714,3238593
27716,2528254
27769,8532015
27725,8568552
27727,3985023
27953,8781758
27950,8773515
27951,8773993
27954,8782524
27955,8782585
27939,9794513
27940,5002176
27941,8959805
27942,448935
27943,6058025
27944,7399834
27945,8642505
27947,5398960
27949,8501898
27956,10001511
27957,10001423
27948,10253224
27946,7395401
27963,802189
27958,10001460
27959,10001583
27960,10001491
27961,10001397
27962,11034265
27760,SC208370
27761,1410223
27762,SC129741
27751,5510315
27752,3177490
27754,743538
27755,7365585
27745,8484429
27744,7227486
27746,6266322
27743,6337326
27747,8653532
27776,3413759
27774,2509928
27782,4086466
27840,6279734
27839,6279646
27887,8927144
27918,4125880
27933,6852775
27915,7440046
27916,3299891
27902,4408013
27904,7216273
27971,4380026
27970,2854737
27968,4129906
27969,FC029293
27973,5393810
28023,631825
28027,7714059
28028,5153608
28065,5875194
28089,RC000894
28096,SC533191
28097,SC533190
28131,SC301819
28132,SC300656
28133,SC301825
28134,SC277481
28136,3136443
28140,OC353120
28204,9413775
28205,8604812
28266,4943660
28265,4943863
28541,9908608
28569,9908359
28542,9908552
28322,4527558
28323,8367059
28329,OC360196
28352,3475202
28366,412829
28513,10475878
28514,7807754
28516,11138898
28517,8696127
28518,10826268
28519,9942486
28520,7879461
28521,8107628
28522,10167103
28523,10798715
28524,11621192
28525,10821704
28529,4388979
28530,9058828
28528,9703106
28531,10483033
28534,11589062
28533,11123999
28532,10811964
28593,5742973
28590,1150160
28589,509596
28591,446617
28634,6294857
28802,2069720
28801,6088797
28938,9421270
29057,4325755
29059,4402189
29062,7091994
29058,4417301
29054,1077807
29055,1272384
29061,4317400
29052,6647165
29053,5247843
29051,6647161
29050,9346040
29056,1792078
29060,3273649
29070,2274216
29071,1613466
29074,7564749
29076,3548572
24532,IP29695R
24533,7527053
24530,4380728
24531,5775392
24534,9583110
29212,1326880
29294,2858916
29295,4465125
29296,10281783
29300,5978660
29396,SC216807
29397,3480368
29399,2883652
29400,1580862
29401,3305849
29402,3909510
29405,3632214
29407,6883079
29408,7747136
29409,3383537
29414,3119547
29419,1235124
29420,2734823
29422,10172564
29421,7800208
29424,7020443
29423,4996678
29425,11114195
29427,9625186
29428,7116204
29429,3902537
29438,8172688
29544,406516
29547,483582
29548,9796116
29549,9866973
29551,9865105
29550,9866210
29553,9522491
29585,6130156
29586,6126331
29587,6489416
29588,129806
29596,8105082
29627,2997376
29659,8584962
29662,3525529
29663,4294824
29671,165772
29672,RS007746
29673,5852493
29674,OC395514
29675,5713741
29676,2444254
29677,8878264
29689,4096788
32422,FC004124
