Modern Slavery Registry ID,Companies House Number
16713,01316230
9922,06436347
10122,01836221
21381,08185191
17560,05915974
24225,05416978
27548,04353765
17997,07732053
8565,03699727
8566,00233771
7427,05280415
21491,04676938
7428,07717936
22650,04455059
25500,07068892
23404,00249790
26756,02052152
7430,09741604
16998,00326153
9782,00993638
16816,02616448
16999,05819555
27250,01410123
22960,02769768
10798,FC018156
28362,01973941
17200,00755780
18480,04363098
10414,10389594
17724,OC360255
7433,05535565
22417,00077797
28363,NI030272
16926,02237482
7435,00235446
7436,00191596
27272,03759007
27273,02066011
10690,OC300878
18204,02997655
21336,05805820
28058,08159281
28059,08159308
24850,06501918
18074,00062904
7331,03716458
22244,06411541
8979,00139731
26819,08412477
9762,01437311
9312,01545332
28248,04174493
22553,01085750
21959,07122479
10888,OC306185
16691,08960430
9621,SC616186
7440,01644989
24368,04322806
16899,04006225
18124,05114815
16812,05733761
23351,05840121
9349,05165301
28360,02002609
21843,03887115
17974,07108742
17201,NI034218
7441,NI013563
26212,04732334
18742,OC324170
10711,01180568
17000,01350718
22869,01972029
27860,SC126669
17202,01902009
16834,08473608
7442,02562870
18343,02672435
18311,00748590
8989,00170679
7443,03114528
18300,03758946
21325,03781251
25113,00321643
22168,OC367926
7446,OC304688
17998,SC156834
27692,02400918
9148,05313119
7447,00391957
10905,00353341
17203,01410568
7448,05307204
7449,02182135
17001,03203279
10331,09301324
7450,OC334789
26176,01292956
9422,03877917
17540,02478112
27097,10346611
18550,08548473
7451,10136349
10007,05288567
10337,08670394
26727,FC031563
9300,00329613
28165,09793554
8926,OC372614
9707,02412689
7452,02107821
9613,05803359
22040,04545813
22039,01264514
10616,11090618
23645,FC030006
22861,02114486
21230,00241882
18484,05001866
16781,06968588
21483,OC354233
28326,06276941
18059,02307708
22420,00149772
18545,05410620
21206,05298231
21108,02819125
10411,03757874
23521,02008885
7457,00317886
9244,00070123
16797,00144465
8820,00233721
18206,00872284
8191,05440764
7480,SC259398
28603,SC074212
24974,06938838
8925,04992207
21374,08812566
26486,03797518
27275,01501573
10868,03532885
7459,00836539
17356,01664573
17357,07264678
7461,09040213
7462,02670969
9132,08943488
16666,03795655
17005,04085927
23961,04103039
9755,00198823
8567,08044442
23204,03589208
7464,OC307124
8937,02571313
8811,00954145
7465,02606680
27096,07978111
16768,02819450
7467,02266016
27270,03452689
7468,09310078
9527,04451141
17800,SC001771
7470,04426322
7471,01991018
10853,06601780
26266,06680034
10542,03768267
28034,02473770
10702,09539301
10329,08819328
7472,02415211
17738,08121705
10696,02719704
8738,03707899
7473,09458917
7474,01313016
17206,03113256
10684,06142557
17007,FC027756
27068,06365402
9436,02767596
28364,03424328
9845,OC307600
27785,OC306866
18999,01519749
7477,RS007302
10088,02972325
21971,07556404
22572,00621547
8776,03214980
23032,00873093
18618,00300842
22059,04766716
25218,00544115
21321,SC251886
18294,SC164725
22542,00077180
28750,07650493
9424,OC339470
9934,02979146
17207,02436537
21012,07966594
17431,02512551
23250,02332956
24216,06384307
22888,01293337
27625,03093787
27629,07872025
17323,04196996
10670,06862887
7481,01949160
17725,NI002345
26484,00173768
27738,02543818
21738,01136375
21612,08180760
21899,03442265
17008,02734835
24012,00484077
17209,00691403
21027,00355922
21026,00121799
18205,03341567
17432,SC096624
28599,01409324
24304,00711851
8570,03888792
7483,00534118
21999,SC030017
21492,06472932
16817,01198102
8571,06720528
28639,SC042166
27119,06707821
10787,02974750
17433,02512067
18563,03322324
17583,03565480
28369,02930892
27883,04144492
25646,01503192
9924,08190145
18175,06588689
17211,02534039
7488,06569621
7489,01988606
7490,02100855
9368,06062003
21387,04774365
28161,09903285
17434,04396172
16848,02511598
22963,09243393
7492,01376076
21014,02953405
21912,02481118
17542,02057284
9868,00526832
23751,04000623
10778,03899612
17502,04412652
17488,01032591
18353,00468115
17011,00305907
7494,00553452
18372,00223064
10683,03121752
9216,07360142
18610,01681551
7491,08786702
7495,00291620
17205,03970045
27218,09617427
7496,OC304378
23783,04936146
7497,06610850
16769,02152465
17543,01151216
17726,01873249
17212,00372481
25115,04987929
17014,00980487
8572,00125575
7499,RS007853
22250,04906361
17213,01987538
18779,03196757
10407,NC001123
8573,05523714
7501,OC307742
16704,00550953
23890,02231043
10371,02732546
10902,03879766
7503,00596137
17748,03208093
17727,04770879
7506,03953231
7507,00024511
21316,07318726
22492,NI615931
26702,OC332045
26835,05672094
27304,07633694
18312,03235098
10396,02411719
9559,00502851
16714,01329163
17214,06633687
10310,07893709
10405,03219943
21296,03621315
9696,03460896
7509,01795094
26565,09017603
17215,03824611
16895,04245965
7511,FC022395
7458,03082483
17307,04387136
24029,01548820
17792,03249892
16623,04139456
17767,05106109
25542,02986720
18183,01223938
10348,00685638
26960,00527818
21323,06382509
10351,08528493
21159,04239332
27753,02349996
10540,01247725
17751,02777148
22441,01753134
22220,04868630
22697,01570075
21373,04814871
17999,00194944
21850,00247647
26880,09152405
10364,02020173
7515,01872280
21132,06834650
9597,00831538
18182,01486136
10524,03201490
23619,02670425
8695,03488606
24444,03068625
8845,03920410
7517,04457314
7518,03162309
7519,00057696
16652,00611451
17544,03323081
18561,03414540
27027,06047611
22717,01940208
7520,00040932
28341,04507221
8945,00360632
7521,01320508
10673,02485328
7523,00300002
10734,05605371
21786,04343432
21111,SO300703
7527,02986234
7528,04197529
7529,02122142
23911,04952865
8576,02358344
10220,07582674
25007,02702491
7532,08049710
9814,SO300331
9692,02737188
18775,FC021049
17489,04822245
18090,00583552
10494,02856316
27197,05781593
22738,02043317
21347,05990648
25151,00030209
26177,04377164
17651,03012678
10894,06433023
9838,00556895
16625,00702790
9175,00072539
18034,01578037
22781,00368849
18044,01336844
10736,09635183
27121,00307876
17920,00782546
22945,05893966
9328,09154530
10539,00370559
10345,06319491
17887,03555994
10895,05906780
28580,01852976
16628,OC346320
28649,03266992
17605,01209891
7535,02150950
24969,00975677
23828,02147090
10900,08917100
7536,06974044
16927,01747483
9138,00460129
10340,SC208200
7537,03443013
18500,03912483
7538,05020682
8772,02759609
9968,05507277
7539,11642370
24177,04369949
18356,OC389166
8578,IP02399R
8959,05757208
17218,02067793
7541,SC065527
7542,00156663
10417,SC292262
24257,01439149
18303,01414150
28576,08409650
18506,05020670
21977,00686375
24105,NI006894
17435,NI000068
17547,00192872
7543,00160996
7545,OC310989
7546,06607001
9256,RC000216
22205,07211819
7548,01097772
26370,02580614
10314,01661776
23515,OC348770
7549,NI016051
21889,01215183
26473,08409608
9345,00597994
21223,02600319
10594,02674947
18511,04165918
7551,00436243
18565,00719446
24428,00603238
22625,01354077
27812,04161207
8877,OC301825
26505,03910672
22733,01617719
22558,08998652
8727,00533033
9712,04680562
9451,08815102
16665,03635461
27547,11738373
10561,02348986
9851,OC355922
26509,01402808
22305,05300988
16794,SC088770
9570,SC067339
21140,07019837
24919,00916661
9955,05557934
8580,00671474
7554,OC314079
18872,06876210
24653,04202304
7556,01478385
7557,04257011
25027,00530623
7558,00479786
21099,NI026872
25868,04414510
7560,03428037
7562,01630491
7563,01082975
7564,05660638
7565,02210686
21141,00446633
7569,OC407254
22642,01577740
10212,00806269
7570,10268613
19003,01102096
10837,02489026
18805,03755106
24583,00390216
23346,02898822
17217,06872427
21077,08303007
9496,01693250
10225,04515115
22763,06867406
9560,OC343361
17017,02199217
21650,05268170
9908,IP22981R
7578,02648297
24684,03289418
7579,00857969
21490,02465436
10360,01404481
21378,06217640
27255,OC391969
28839,11550760
7580,06660388
10071,09019450
10068,08612206
7581,10686681
21810,05149872
9786,06439246
7582,OC361417
21237,00201929
24996,00067025
25647,00526923
22216,00645367
27634,02463540
22225,05598207
21973,00924542
7586,03539665
24487,01917956
7587,00617987
26836,04536402
10442,09378067
18120,09472954
21988,04295981
18434,03337373
21882,02121160
7590,05997601
22999,06285977
21164,03027133
9432,00695682
10047,OC358642
22182,04032392
7593,01409925
17360,SC327869
23715,01158987
10737,00974568
16900,06413361
7595,03969379
8581,01729478
8582,01071754
26778,02865967
28586,03885486
18114,03484910
18288,02016581
9630,02506633
21086,00672234
16896,02941889
8729,03946707
9412,IP18195R
17549,04019282
17491,02286591
22622,SC059688
18041,03069889
21229,05403136
7596,05563206
10608,04493409
7597,OC310282
22573,02667340
7598,02937398
25516,00213405
19862,02636775
27040,00862342
27044,00598988
10016,05446560
22445,03456018
17551,08075326
21198,00739567
7600,00494505
27187,06833157
27102,01441284
10738,09760850
7602,00608198
21718,04552753
21488,02130447
22189,01107406
25580,03520993
7603,04991181
10026,07837160
7605,04663024
10657,00986305
28386,11543244
18969,02472635
22259,05509182
7606,02143366
7607,00322137
18707,SC368538
7609,05657369
10203,03829536
10282,06539986
18207,04188491
25989,04696839
22483,03441816
10029,01401155
27628,02265899
21382,04867822
7611,04677092
27061,02228238
7612,FC031187
17020,01986283
10836,02763049
10873,04308393
7614,02678296
7615,01442096
7617,06803008
7618,02651349
27094,00269255
26454,00713735
22571,04833052
10739,00714275
17552,06892954
8705,09712169
7619,06511961
7620,03236483
18355,00218019
10577,07469777
23629,00421257
24326,01860181
18078,04771503
27911,03108526
7621,00609782
18000,01465019
8583,03695690
27554,09178013
7623,04221767
10042,07606577
16774,07268373
9855,07320345
27988,07148379
9299,00548648
28349,09643131
21320,06475914
8887,09237894
22098,03277022
7624,04386504
7625,02435678
19877,03534631
19881,03623664
7627,07166617
8714,08167181
7628,08860726
9021,07728908
9039,04320853
25416,00643672
7631,01609968
27294,07315745
24867,05578428
9437,04620480
22603,07101280
9878,05482990
8923,04886072
21478,03620018
8799,04007092
19006,06420662
21151,01954947
10045,07226521
18701,08896825
9775,02579852
28053,SC107074
10614,00638315
26545,03421543
7854,02685515
26588,01324925
22711,07780133
8715,RC000261
9290,RC000263
7634,07528526
8990,FC031762
18818,04933374
22457,02480354
21100,06703689
7635,03193182
17683,03147164
25862,03727592
8704,07195844
27877,06596913
22723,02957627
18487,03958217
18586,01862322
10617,04098445
16751,03082906
7638,01938625
7639,02989838
7640,05134420
7641,00162988
26291,02327504
8739,FC029884
8696,IP01824R
8967,09127533
9792,01144352
9862,06018973
18003,01537086
18106,01908770
7650,02725312
10193,01030986
23567,05266443
10477,00088456
8585,04267576
7637,03795352
10806,00946942
17219,03753969
21176,05616586
24363,05507863
8586,03685527
17902,SC040036
21171,02036094
7646,00489604
24936,02392609
22735,03633621
23000,02122340
10820,04803377
23836,04088050
23779,01653765
10818,06751069
7647,03745726
17784,06836280
26459,05690081
8854,06295385
7648,OC343897
7649,10081578
10790,01832141
25242,01659837
10452,00463951
10216,04953827
21258,07425398
23487,08687765
28216,02584446
26514,02098168
26530,08030211
17118,03286342
8780,04967001
17925,00559693
10934,07493527
18473,OC376452
21178,00529807
17624,03185783
7651,02937886
28370,00345088
17445,00492042
16966,02692601
9911,SC335080
26476,SC540426
21380,01222186
7672,02870713
17022,06778819
17023,03504842
9458,02594504
24214,09090198
17894,04714729
8587,06477691
23972,05811364
10304,07338029
10344,08435139
7654,00218384
28387,09433287
7655,00030226
17652,00506170
22214,SC010528
9418,SC007139
9372,00211475
21391,01022295
27742,00140269
7656,SC374831
10509,SC022553
17604,SC005832
10705,00065619
7657,02712341
21905,NI005922
22102,00176600
9327,06211806
10472,01027904
10741,01679424
21266,01824515
17845,02262299
17025,OC400202
21523,00463864
21319,08137487
8612,05573571
22030,01000440
9844,04285339
22036,04433957
25429,01224998
21675,03597175
7659,00564955
7660,01679670
21183,03826975
10742,01888425
21202,00851095
10763,01709784
10353,01978621
10919,06753941
9115,00499622
18873,00837227
18774,03591414
24572,02202265
22597,01097456
17439,00820289
18582,05478152
10600,02216084
7291,02739537
23470,04472486
21142,00393098
22368,01607535
18723,10145036
7662,08278978
27838,02682904
7663,02881024
21643,02330996
8735,01094178
9684,06583787
21152,06233016
24460,00806698
8734,02909409
26982,00273492
28361,SC050397
21155,00167004
21516,01603201
24518,NI003503
7498,NI057921
8589,05975300
7666,00238937
24514,00303301
9054,SC034970
9799,02021685
7668,SC006905
21261,02175750
7671,00033774
17631,00464645
10263,00616324
8728,SC015382
21192,R0000447
21214,02343739
7669,00641132
8904,SC036219
7664,02781161
18735,03724865
26486,01618500
10030,01071486
27382,09605688
26777,04609769
28292,SC125434
7652,02084187
8744,00283933
10276,10164829
10448,01944667
26532,02546087
26828,11573611
18787,00577587
9012,00185647
8591,02407547
7673,09610740
18526,04582779
22089,01027936
22077,05660877
18620,03122929
9377,06835843
7653,03168455
18804,00743437
17220,01120330
18601,02931073
22565,05976015
8991,00757192
18725,02674170
24992,02036243
7674,06150195
21395,07550805
27216,10181999
24567,05438939
8592,06947854
10388,08568957
21089,01505158
18803,00557225
22260,03288689
7675,03800923
8701,09420356
9043,02641001
22382,10544581
9685,03792985
7677,03132937
7678,09579188
25121,NI019370
27689,03594381
9831,06635037
9081,SC113505
28383,02438826
10074,RS007529
17653,06822177
8929,08312502
21322,04985952
10682,02237833
24120,03202866
21739,03012772
7680,08485608
10339,02833215
23894,02625909
26534,06542895
8915,05180783
18029,03632121
7681,02150618
17422,02407242
22001,06997035
18134,08715491
25582,06433768
7683,02366627
7684,02442580
27159,00485692
9425,00645125
23004,03547354
7686,01936035
10492,01274344
22732,02880543
25537,05819317
17735,03425094
7688,OC353214
26294,08246810
10350,SC141654
10531,00967403
7690,OC321124
23005,07949369
8593,07090521
21501,04909202
21991,02238320
18727,10625350
7693,03809903
21781,NI617517
25421,NI021988
22479,08548351
21187,04415807
7694,02708030
24906,02127112
21211,01272745
9998,OC325132
17393,00863383
28163,05964664
10596,05393844
24949,07466536
9024,09445745
8594,RC000297
28353,08186721
21096,01481051
9161,01664812
9392,02905130
7700,OC317343
10864,05867235
18853,01401107
27278,05501935
7702,00250446
7703,OC425451
16656,03630117
21072,04680835
18809,01022321
10043,09490753
17654,01926842
10878,FC014475
22478,06231628
18990,02051563
7704,OC305934
22045,05633442
9686,07672659
27052,03974921
9800,03321082
9804,00945580
7707,01948743
21508,00969869
9872,01372978
7711,01132885
28088,00255807
26535,07445548
7712,OC301540
26812,08314505
21094,05661927
9223,01722216
27154,01331860
9007,00968046
26641,08475033
7715,08763570
22751,01747846
21878,02166876
9720,01009184
7717,02150688
21497,02745328
27155,01182857
28240,11800258
9645,04828168
9808,05815706
26767,09632108
22323,01577930
25897,SC014583
9509,01633646
18577,00055513
21855,00809688
27830,03861722
7722,00997221
9003,02521225
17655,05646718
7726,01477482
8595,11057305
17555,00500574
7729,01202284
21844,04396241
22569,06618138
16849,02892803
7728,04369054
9438,OC301436
22383,03784486
9884,01321615
8596,03498959
10413,09610856
22481,01012631
25988,00531301
17556,01621560
24932,07182544
22224,04292964
7730,02790259
21184,00525667
21221,00254946
24977,05031473
10821,09544704
10311,07176993
22252,00563751
7733,01417162
17558,01732037
9354,00115834
9895,09353172
21224,01597493
21937,02899530
10525,02594928
25986,03196202
8773,02864058
21074,05709148
27740,01015506
17676,02426132
21494,05018441
28251,SC468400
21057,06791604
9217,01835363
7737,OC317120
9842,08934536
25200,02490141
21371,10181885
27062,02547922
7738,10567901
10516,02143888
8597,04056154
9142,01238274
18136,04242416
9877,08379990
10632,04272220
22620,NI031780
10261,04055891
26245,00042342
7739,09023400
21431,03293563
22644,08733836
16630,05912554
25475,02816429
9915,NF003510
21953,FC017929
16747,03231785
17736,03263608
18209,04126127
17026,06569662
17224,04042743
19036,08946381
9648,04783866
21165,03955231
26621,02175448
25220,07383415
17361,IP00141R
22577,01870434
9185,SC213646
27095,01641399
10368,00324340
17657,NI014930
17027,00762318
27975,07579925
22560,05759393
18210,03941727
8598,01236338
18714,02194768
7390,04215303
7742,OC326345
18643,09140802
7743,04792926
18208,00838331
24260,08611798
17667,04239427
10265,08936180
17795,02954692
21181,03165756
9971,06155616
27305,04946019
7745,01400698
18491,06133635
20060,09451374
10316,02409911
10701,00035668
28671,03285547
9009,00083405
25598,03232514
10443,03874907
17855,04234695
26729,00786404
10503,01271767
9118,SC095000
18149,03635428
9974,02764914
10028,00758153
25109,07611628
19020,07487383
21454,OC347294
21113,04690347
25180,08290481
16836,08676704
22693,SC195923
22243,08686920
18788,06474296
9459,05907919
10569,01981941
22570,00781277
17225,SC170072
16866,03732397
18313,07357559
28648,07099556
27820,OC310467
9250,RC000721
9572,01963361
21188,02246348
25046,03403869
21189,03584248
9076,03491213
10014,02128666
10743,07124797
7748,00974438
28587,00070527
7750,RC000330
9258,00986761
7751,07774351
8599,05369106
24327,02075721
25196,01900907
21228,01754121
7753,IP05419R
22750,00925463
9398,02805337
23523,00143470
10433,00111876
7755,03200432
22451,SC491741
22785,SC096849
25651,SC141866
18393,07108602
21425,01719966
25262,01520706
9268,RC000332
10664,01633350
28262,08298795
17658,01011431
8600,01426395
7756,SC008349
10268,08008357
27370,01269006
7757,04558936
10015,08647091
22126,10066569
28174,08842621
18855,05114014
9610,11726027
17659,00051908
21422,SC057943
27203,03459428
27143,00729912
27730,SC126272
7759,10750438
21064,03690830
23366,01789898
9381,02767938
25947,09357365
22399,09356633
26526,01620385
8833,07677007
22022,03987955
25521,00233200
17329,NI012505
17427,NI020172
9002,FC031430
16760,00442696
17236,01555042
21708,01218121
18638,05114893
18259,00936683
10094,02772838
22504,01840005
8601,02960732
22329,01892516
7783,00620024
22192,SC019038
7762,SC247423
21098,02263923
9550,04228706
7763,SC004221
18665,01630389
18107,OC334406
7764,01555925
17740,SC223864
7766,SO300744
24704,SC065126
18554,SC465210
9382,02063302
17028,SC031780
18703,SC055532
9415,SC326355
17739,07101408
21196,07795892
17506,08393840
26500,00493147
26495,07672698
26496,10195411
6970,FC032074
26499,00857789
26498,09843677
26497,06375660
28537,SC371013
28538,05857502
18557,03198823
21226,04330721
16929,02264251
21191,06080706
24959,06433638
16661,03181729
16622,04274143
21203,04446767
21657,02281640
25411,01594599
9212,07091322
9439,01086698
21199,05015714
17029,04785712
7770,NI020042
27048,10046991
27050,10049427
10566,04992401
7772,02486925
18517,07019261
7773,08932139
7775,02570509
17741,05069228
10336,08172396
28203,00448761
22541,01049338
9744,05628117
17226,03841918
17441,02391086
27322,05562647
7777,01264385
28263,06900818
26214,00655104
9738,OC305964
8603,02894161
18248,02677001
21150,04229146
18994,05613060
7259,03135910
9033,01102208
18108,OC306350
18691,01344718
22660,06722095
26261,03114572
9139,02989102
27893,02135730
16719,OC343273
7778,04256886
27757,00572373
7779,01507639
18331,02061177
8604,01235583
26430,03723299
7780,SC174699
27071,01254460
10544,02051461
18063,02051460
24805,00481574
7781,05100353
23993,03384699
17104,OC302228
17742,01507274
8605,00031461
7782,04305487
10426,SC066107
10541,SC013840
10884,05937666
18299,01885084
9639,01040079
19055,05119283
17030,01343397
7785,01422430
9329,RC000862
17915,02609772
10636,03348417
18079,00581091
9048,02387531
18020,02731277
21356,07848318
22865,04243937
9823,02103564
18759,08724662
8606,07272954
7786,05758515
7787,04344402
18697,06851152
9049,02227962
7788,SC028433
17231,02550982
22712,01210027
22122,03140521
9848,05798825
7789,00044701
18445,SC054932
27836,06776700
17031,00419737
22343,03669284
9717,OC303359
7793,06745491
7794,OC308299
18528,04212655
8932,SC369287
9683,02343859
7795,02810264
7796,NI008762
10771,02798634
8834,06622199
7797,08783477
7798,SC039724
28256,03443010
7799,02954206
21153,00933689
25625,07111209
10464,06933023
10898,07487451
10835,01127310
7800,02095237
9282,08715001
25245,02507035
27158,NI635548
24587,02127156
10939,01967717
9702,05377750
25037,01517478
16897,07739307
21084,00430530
25025,02930463
21445,00832117
21396,01421913
7803,SC314901
25302,01241061
25432,01949111
26820,05000418
25954,02149944
8758,03232863
9551,04198824
24578,03296603
28209,09066208
9573,SC005093
17232,00036142
9526,RC000346
20124,02451177
28365,02110690
27172,00431947
7807,01070807
10110,07275637
17692,02582519
9874,00432989
22662,01437478
7808,IP27421R
27815,01243964
21409,07608263
10744,09800044
7809,00980612
21157,09194088
7810,04707500
7811,SC108095
23682,04265426
23302,01430241
7813,01760288
18996,02448457
7814,02472364
21121,00419087
18341,00984275
7815,00820771
22851,06791375
24658,05421542
18948,02386774
9006,08700412
8950,IP30012R
7818,04356933
8963,06691310
7819,SC334096
18598,03870530
8843,01578918
21436,07649422
7821,07516867
10168,06419578
25015,02826284
10075,04975343
9788,IP16337R
21880,03292360
7822,OC306749
26189,10283979
21235,03062718
22873,04156069
26359,05346338
10866,06505388
24712,08393858
9858,01185512
9380,03221602
9580,02027459
25264,02066642
7824,06481234
21426,05244513
22470,04130921
21996,02561389
25606,05651124
18289,01817398
18702,OC326242
9658,02417831
23415,08824607
7825,05134647
26374,02341071
18758,02980957
24501,01240442
7828,03433188
21983,07708618
26372,02309767
9352,02958742
21385,00769014
8777,01509274
10869,02136748
18713,03729130
7830,03030596
28609,01728009
26460,03004377
18886,04403936
17808,OC312897
7832,SC255429
18036,10908413
18835,00172105
22591,02609249
7833,OC326165
7834,02704499
10272,05576852
26797,09520890
7836,00776793
7837,04659625
10459,01475918
23238,07518854
7838,02802325
7839,OC399969
7840,03235904
10928,00892461
24237,01179564
9461,04551498
10248,02072364
7842,SC019230
9801,01949322
7847,05671799
9902,02214224
10390,SC191805
7845,08391144
17233,02282265
9733,09804869
9568,08053234
7849,01203696
7850,07103718
7760,04685959
17743,03100815
18555,06848520
9557,04526463
18991,10622354
7260,09031660
26603,05132545
21414,05169596
18274,07891470
18459,00617078
21093,09764669
21895,02889523
10480,01625479
27179,03902894
21613,00371236
7852,00679848
19000,00026018
28164,06378350
7853,06774308
21485,03874110
9060,06209386
8736,02533342
21349,06014261
10587,03508395
10746,06160943
18490,03945937
22775,04428116
18065,00407552
18580,01163485
8781,SC296339
10707,04042051
7855,01098034
8934,OC312072
23785,08013673
10877,NI012639
23036,03852652
22564,05121723
7857,00891686
7858,01083749
27876,05589050
10747,00286773
7859,04349535
21160,OC352309
27553,03206355
23367,04273754
9405,00521970
27551,00054257
10547,00375854
10825,02672877
7861,00644702
10012,05148519
9598,04530602
7862,06793980
7863,02714555
10624,04131569
9592,00134995
7864,01373876
7865,01950509
7866,00734299
22772,04316950
18549,06231901
21503,00739986
8964,00412787
22648,03482801
9065,01110949
22118,05560602
10703,00793018
27065,02706348
22101,00328020
28033,11552614
17985,01243938
7868,NI004842
10037,07906162
17363,02746209
21417,04610825
17858,06360543
10545,02854310
9976,06019984
22517,07745643
27734,09127578
17034,SC112019
7870,08754715
8737,05742297
7871,02045340
16947,03316088
26883,01534913
7872,01180514
23318,07822538
9122,OC384928
9429,08568879
24516,05256361
8782,00931537
16795,02763367
9378,07485493
17444,04608592
28840,01290912
21218,00176992
7874,SC144082
22658,04172342
26631,SC417296
26632,SC306101
17036,NI053759
16664,03852444
18763,03062853
18290,11493725
10461,00454264
10708,07640786
24165,05821987
9710,01753287
22716,03874320
25253,06131579
22552,07393390
7877,08996352
9330,03913408
18072,00400002
9475,03690299
18935,06836385
7890,00253240
9135,02590560
25129,07413903
21982,02280277
7881,04031152
18001,03213927
7906,AC001526
8897,IP16406R
7883,08489997
22056,01972264
7885,04138218
10065,RC000740
22537,05973612
7886,02722414
18092,06402199
7887,05455577
22756,09887097
25083,07072127
21300,04704135
25971,03247786
22449,01380715
7888,02082996
7876,00814103
7889,04627044
23026,04474600
28198,00794821
18602,02272407
9860,01597194
22271,03891329
9918,02832014
7891,FC032452
16722,04224736
7892,01151561
18354,03584320
8874,02658324
9731,07772140
7895,03614178
10262,02904587
28213,06822299
17564,02077766
10078,00031014
26601,RS007703
9056,04134880
18730,05714010
10879,02565953
16851,04599312
26776,05603625
7897,05810406
7898,04820474
8975,IP30192R
28241,04338966
22071,00486480
10748,10221027
17835,00001350
18139,04279175
27080,01371973
21174,04820501
9333,01579589
18699,06156435
9579,04412362
22535,05158528
26874,05635505
9759,03833617
7903,08980070
9901,00652227
7904,06189822
9830,01490238
7905,01212088
7910,06704614
18497,07888110
22143,02119397
17566,02795958
18992,03606174
17809,NI019697
9678,00066664
9064,09422989
7912,01264184
27633,NI003721
9537,01887016
23400,FC019114
7914,03672188
10254,01448987
17503,01534130
18265,04181436
7247,00980790
9447,01693112
9450,02514418
9748,03003569
9806,02194706
26769,00425188
10674,02634366
7917,08354954
7918,03636168
8610,05879466
27866,06280943
7922,03212661
24366,02509755
7923,09320844
10814,NI007665
7924,03691883
26452,02116088
21172,SE000102
10807,00215668
23766,03527131
26164,02200260
10699,01091369
8611,00405025
7928,05694657
9749,SC001491
10245,02786349
7931,R0000568
7933,NI026041
7934,NI054463
23245,02906593
8763,03476201
8868,00735621
27669,02776907
7935,00053171
7936,00968498
21354,OC359666
17642,00287902
22443,SC275307
28244,08900184
27280,04760441
7938,02366703
9532,04045190
27890,03598292
7939,OC328697
9642,00730865
28052,07645159
9745,00393104
10565,05591382
9732,07548602
21486,05292636
7941,02004967
21435,01948041
18776,04227448
25102,04514250
22495,00279596
24964,08118391
21195,06934120
23321,03653277
7944,10664058
27851,05712621
21250,02641311
18390,03303053
24347,04108244
7946,02223191
7947,06181220
9886,03879526
10024,02665024
7948,03085018
7949,02307625
7950,03403334
18508,00773331
8847,05512996
21087,09773963
25063,07768598
10410,03900676
7953,02264971
27038,05721096
27195,00980822
19004,07831517
22485,09442825
18581,06829860
28214,05398529
9856,06822219
17834,03462696
27884,05836870
7956,07098618
23028,03875000
27667,09374298
25568,05171451
21079,05534412
7957,01298292
21314,02372699
9713,03981143
18591,09263424
10317,07442586
18736,09019817
7958,09584634
18272,OC302585
21353,FC017774
18744,03396362
9754,02654682
7959,01764341
9644,SC029219
28082,SC453328
10301,01808594
22186,SC163254
21329,03130362
22285,08464576
24383,01680071
18314,04447784
7962,05878742
9396,01210694
7964,02700038
17336,01121655
10070,01662822
18585,03912659
24472,04900961
7965,00436591
7966,03683143
9917,07312896
18700,02462858
16808,RS007072
7967,08048224
21240,09736592
25005,03162982
18832,09887275
7968,02557248
7971,IP04475R
17573,01519547
18188,03148093
7970,RC000391
22677,06038906
8615,05047425
18595,08748334
9626,04051797
17620,05531282
10695,01818255
25975,SC161469
22353,06509171
8927,02379290
7973,09200209
9602,03399395
9781,SC139953
7974,08630286
24510,04382246
24507,06874709
10354,03406086
18111,02266684
7977,04179396
17238,02068389
22951,02274745
17466,09098431
27516,06422135
9634,01897751
7978,09121572
21820,02716145
10495,02465499
18180,SC098014
9591,03269504
7980,01317466
9325,OC414172
27799,09983129
27800,06638251
27793,04984787
27792,07489052
27794,02405635
27796,08902636
27802,06494525
17447,OC397443
7981,11173081
9990,01239606
21970,10697097
16932,00147366
17745,03615891
26619,00406954
22341,08725430
25904,08725441
9469,02609884
7983,00661818
24481,06858121
10571,08862063
7984,03877915
17042,05314796
25931,00704320
7989,00775598
10848,03122495
8007,00777937
21245,01058421
18606,00871763
27827,06460106
8029,00237626
21489,06220227
25620,06608537
17856,00825110
27900,07354231
17241,09761378
10889,05310380
9055,03310225
10681,00004197
18344,02904218
9687,02394229
26345,09686165
22862,04088035
27903,04570275
9627,02918303
21279,03155761
21821,03380606
24248,01424400
21828,01174086
9366,01069148
18783,06277416
17567,02607586
9066,OC352463
25011,08462175
25566,09277801
9467,03185938
25428,07289204
18539,02336032
24399,01917566
10603,05258175
16667,01981976
26508,03458440
23031,03940716
7992,02450579
27110,SC061896
23033,05998322
7993,05998327
17337,09697677
18292,03493453
26248,05220157
9704,03232979
9928,00172842
7995,05815806
17449,SC428198
22300,05113447
22141,08152989
8198,03332891
7996,03676827
18301,07741669
17569,03764421
7997,07943258
7998,08963601
7999,00974964
17114,01523121
8000,OC306535
8001,01170719
21135,00574716
23235,02728936
8003,03581541
8618,FC034700
8004,06042225
18212,06816093
8006,01459419
8008,SC233070
10022,03185729
24273,01233997
18359,06928227
22884,02951840
9991,01876136
8619,00053723
26397,01047681
8009,06497115
10712,05965116
10523,02883981
17043,00401507
21448,00823259
26527,08435627
